,Date,Unix,Ticker,DE Ratio,Price,stock_p_change,SP500,sp500_p_change,Difference,Status
90,2011-11-02 06:21:21,1320229281.0,abt,68.83,52.76,22.92637465051257,1237.900024,10.310112105859464,12.616262544653107,outperform
91,2012-01-01 23:13:40,1325477620.0,abt,67.73,56.23,31.011183597390477,1263.02002,12.548572014685453,18.462611582705023,outperform
92,2012-03-02 20:56:30,1330739790.0,abt,62.85,56.23,31.011183597390477,1369.630005,22.04866020351483,8.962523393875646,outperform
93,2012-03-30 05:44:15,1333100655.0,abt,62.85,56.23,31.011183597390477,1408.469971,25.509715959700653,5.501467637689824,outperform
94,2013-05-08 18:10:02,1368051002.0,abt,76.36,56.23,31.011183597390477,1632.689941,45.49010981020797,-14.478926212817491,underperform
95,2013-08-18 07:12:45,1376824365.0,abt,35.38,56.23,31.011183597390477,1661.319946,48.04134900554812,-17.030165408157643,underperform
96,2004-08-16 22:53:27,1092711207.0,ace,0.26,39.1,0.0,1079.339966,0.0,0.0,underperform
97,2004-10-10 11:27:42,1097422062.0,ace,0.26,41.04,4.961636828644496,1130.650024,4.753836568301412,0.20780026034308374,outperform
98,2005-01-13 13:27:29,1105640849.0,ace,0.21,42.76,9.360613810741679,1177.449951,9.089813042279216,0.2708007684624629,outperform
99,2007-02-20 18:32:05,1172014325.0,ace,0.171,58.6,49.87212276214834,1459.680054,35.238210386068474,14.633912376079863,outperform
100,2007-04-05 15:54:06,1175802846.0,ace,0.171,57.24,46.39386189258312,1443.76001,33.76323081508129,12.630631077501825,outperform
101,2008-01-23 21:48:58,1201142938.0,ace,0.154,59.98,53.40153452685421,1338.599976,24.020236270950793,29.38129825590342,outperform
102,2010-12-07 07:29:30,1291724970.0,ace,23.09,59.06,51.04859335038363,1223.75,13.379476212224315,37.66911713815932,outperform
103,2011-08-11 20:49:00,1313110140.0,ace,27.7,63.42,62.19948849104859,1172.640015,8.644176250210302,53.55531224083829,outperform
104,2013-04-23 04:24:03,1366705443.0,ace,24.94,63.42,62.19948849104859,1578.780029,46.272729513659094,15.926758977389497,outperform
105,2013-05-16 15:08:57,1368731337.0,ace,27.94,63.42,62.19948849104859,1650.469971,52.9147463256262,9.284742165422394,outperform
106,2003-12-15 23:12:24,1071547944.0,aci,1.074,30.78,0.0,1068.040039,0.0,0.0,underperform
107,2005-01-24 04:33:07,1106559187.0,aci,1.18,34.52,12.150747238466543,1163.75,8.961270879845735,3.1894763586208086,outperform
108,2005-02-05 03:36:51,1107592611.0,aci,1.18,38.4,24.75633528265106,1193.189941,11.717716324303467,13.038618958347595,outperform
109,2005-03-30 06:50:28,1112183428.0,aci,0.936,41.15,33.69070825211175,1181.410034,10.614770126609459,23.07593812550229,outperform
110,2006-05-24 04:17:01,1148458621.0,aci,0.854,46.39,50.71474983755685,1258.569946,17.83921014594099,32.87553969161586,outperform
111,2007-03-11 21:41:07,1173663667.0,aci,0.86,30.08,-2.274204028590003,1401.890015,31.258189188542207,-33.53239321713221,underperform
112,2007-04-07 18:52:27,1175986347.0,aci,0.86,33.93,10.233918128654967,1439.369995,34.767419051787066,-24.5335009231321,underperform
113,2008-03-02 17:50:27,1204498227.0,aci,0.851,51.09,65.98440545808968,1367.680054,28.055129401380054,37.929276056709625,outperform
114,2008-06-05 02:23:56,1212647036.0,aci,0.899,67.52,119.3632228719948,1404.050049,31.460431981052352,87.90279089094244,outperform
115,2008-10-08 20:51:28,1223513488.0,aci,0.772,25.11,-18.421052631578952,984.9400019999999,-7.780610648062048,-10.640441983516904,underperform
116,2008-12-05 05:35:57,1228473357.0,aci,0.767,11.93,-61.241065627030544,876.070007,-17.97404825569465,-43.267017371335896,underperform
117,2011-08-18 01:16:41,1313644601.0,aci,118.77,19.7,-35.997400909681616,1140.650024,6.798432862871357,-42.795833772552974,underperform
118,2012-07-26 21:31:10,1343352670.0,aci,113.56,19.7,-35.997400909681616,1360.02002,27.33792464123154,-63.335325550913154,underperform
119,2012-11-04 10:32:06,1352043126.0,aci,144.73,19.7,-35.997400909681616,1427.589966,33.66446143130034,-69.66186234098195,underperform
120,2013-04-23 05:25:15,1366709115.0,aci,179.32,19.7,-35.997400909681616,1578.780029,47.82030367309105,-83.81770458277266,underperform
121,2013-04-25 06:05:53,1366884353.0,aci,179.32,19.7,-35.997400909681616,1585.160034,48.417660023698794,-84.4150609333804,underperform
122,2003-11-08 10:24:47,1068305087.0,acn,0.076,25.05,0.0,1051.810059,0.0,0.0,underperform
123,2004-12-10 06:26:24,1102677984.0,acn,0.023,26.2,4.590818363273447,1188.0,12.948149700097144,-8.357331336823696,underperform
124,2005-02-10 03:10:56,1108023056.0,acn,0.023,25.51,1.8363273453093847,1197.01001,13.804769193598295,-11.96844184828891,underperform
125,2005-04-04 05:07:40,1112605660.0,acn,0.023,24.44,-2.43512974051896,1176.119995,11.818667727725174,-14.253797468244134,underperform
126,2005-09-04 02:06:58,1125814018.0,acn,0.04,25.31,1.037924151696599,1221.589966,16.14168884840453,-15.103764696707932,underperform
127,2006-06-03 23:44:14,1149392654.0,acn,0.045,27.89,11.337325349301395,1270.089966,20.752787552490986,-9.415462203189591,underperform
128,2006-08-22 00:50:41,1156222241.0,acn,0.034,28.57,14.051896207584827,1298.819946,23.48426741942769,-9.432371211842865,underperform
129,2006-08-22 06:44:05,1156243445.0,acn,0.034,28.57,14.051896207584827,1298.819946,23.48426741942769,-9.432371211842865,underperform
130,2006-08-27 03:22:58,1156663378.0,acn,0.034,28.36,13.21357285429141,1296.060059,23.221873370579736,-10.008300516288326,underperform
131,2006-11-02 16:40:55,1162503655.0,acn,0.027,32.96,31.57684630738523,1367.339966,29.998753510684967,1.5780927967002647,outperform
132,2006-11-11 01:01:42,1163224902.0,acn,0.027,33.87,35.20958083832334,1385.719971,31.746217783604607,3.4633630547187337,outperform
133,2006-12-03 00:17:12,1165123032.0,acn,0.027,33.81,34.970059880239525,1400.630005,33.16377733938368,1.8062825408558467,outperform
134,2007-03-14 19:10:39,1173913839.0,acn,0.018,35.39,41.27744510978044,1387.170044,31.88408231414338,9.393362795637056,outperform
135,2007-05-05 07:47:14,1178365634.0,acn,0.015,39.1,56.087824351297414,1495.920044,42.22340157330632,13.864422777991095,outperform
136,2007-06-05 04:17:34,1181031454.0,acn,0.015,41.24,64.63073852295409,1530.949951,45.55384196035723,19.076896562596858,outperform
137,2007-07-06 07:06:36,1183719996.0,acn,0.015,42.81,70.89820359281438,1530.439941,45.50535316757227,25.392850425242116,outperform
138,2008-04-07 01:42:51,1207546971.0,acn,0.004,36.77,46.78642714570859,1372.540039,30.49314629153971,16.293280854168884,outperform
139,2008-10-18 23:21:07,1224386467.0,acn,0.003,31.4,25.349301397205583,907.840027,-13.687835628504857,39.037137025710436,outperform
140,2008-12-02 16:28:13,1228253293.0,acn,0.003,29.98,19.68063872255489,848.8099980000001,-19.30006841663033,38.98070713918522,outperform
141,2008-12-21 20:10:46,1229908246.0,acn,0.001,32.21,28.582834331337324,885.2800289999999,-15.832709392257296,44.415543723594624,outperform
142,2011-09-01 16:51:37,1314910297.0,acn,0.11,53.62,114.05189620758482,1204.420044,14.509272248745441,99.54262395883937,outperform
143,2011-11-08 00:40:19,1320730819.0,acn,0.1,58.0,131.5369261477046,1275.920044,21.30707755476981,110.2298485929348,outperform
144,2012-02-29 00:47:01,1330494421.0,acn,0.15,58.0,131.5369261477046,1365.680054,29.8409387050747,101.6959874426299,outperform
145,2012-11-04 02:11:28,1352013088.0,acn,0.0,58.0,131.5369261477046,1427.589966,35.72697406576144,95.80995208194317,outperform
146,2013-04-23 04:45:22,1366706722.0,acn,0.0,58.0,131.5369261477046,1578.780029,50.10124836617484,81.43567778152976,outperform
147,2013-05-10 03:17:29,1368170249.0,acn,0.0,58.0,131.5369261477046,1633.699951,55.32271601901463,76.21421012868998,outperform
148,2013-05-12 08:27:29,1368361649.0,act,177.28,58.0,0.0,1626.670044,0.0,0.0,underperform
149,2004-01-25 05:32:05,1075026725.0,adbe,0.0,38.04,0.0,1143.939941,0.0,0.0,underperform
150,2004-08-21 23:10:00,1093144200.0,adbe,0.0,46.09,21.16193480546794,1095.170044,-4.263326705540752,25.425261511008692,outperform
151,2004-11-12 17:19:37,1100297977.0,adbe,0.0,58.1,52.733964248159836,1184.170044,3.5168020241370233,49.217162224022815,outperform
152,2005-02-07 16:20:07,1107811207.0,adbe,0.0,63.67,67.3764458464774,1201.719971,5.05096709443419,62.3254787520432,outperform
153,2005-04-05 04:12:22,1112688742.0,adbe,0.0,66.58,75.02628811777076,1181.390015,3.2737797377073887,71.75250838006338,outperform
154,2005-08-31 10:51:30,1125499890.0,adbe,0.0,27.12,-28.706624605678225,1220.329956,6.6777994422698415,-35.384424047948066,underperform
155,2008-12-04 14:30:57,1228419057.0,adbe,0.08,22.54,-40.7465825446898,845.2199710000001,-26.11325641264588,-14.63332613204392,underperform
156,2008-12-05 00:15:55,1228454155.0,adbe,0.08,20.44,-46.267087276550996,876.070007,-23.416433363261685,-22.85065391328931,underperform
157,2008-12-17 11:42:55,1229532175.0,adbe,0.08,22.32,-41.32492113564668,904.419983,-20.938158500752976,-20.386762634893707,underperform
158,2008-12-20 21:49:14,1229827754.0,adbe,0.079,22.13,-41.824395373291274,904.419983,-20.938158500752976,-20.886236872538298,underperform
159,2011-04-24 04:02:44,1303632164.0,adbe,28.03,33.48,-11.987381703470037,1337.380005,16.909984262888837,-28.897365966358876,underperform
160,2011-08-05 04:11:46,1312531906.0,adbe,28.17,26.15,-31.25657202944269,1199.380005,4.84641387305139,-36.10298590249408,underperform
161,2011-09-25 13:42:54,1316972574.0,adbe,28.17,24.88,-34.59516298633018,1129.560059,-1.257048686264918,-33.338114300065264,underperform
162,2011-10-18 13:47:26,1318960046.0,adbe,27.25,26.24,-31.019978969505786,1225.380005,7.119260468238156,-38.13923943774394,underperform
163,2012-03-24 12:13:07,1332605587.0,adbe,25.26,26.24,-31.019978969505786,1402.890015,22.636684385163875,-53.65666335466966,underperform
164,2012-07-02 04:31:22,1341217882.0,adbe,24.76,26.24,-31.019978969505786,1365.51001,19.369029881613326,-50.389008851119115,underperform
